"patient_id","common_name","cancer_type","other_names","species","improve_sample_id","id_source","other_id","model_type"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","UMUC4","Homo sapiens (Human)",1592,"Sanger","SIDM01910","cell line"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","UMUC4","Homo sapiens (Human)",1592,"CCLE","UMUC4_URINARY_TRACT","cell line"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","UMUC4","Homo sapiens (Human)",1592,"Cellosaurus","CVCL_2749","cell line"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","University of Michigan-Urothelial Carcinoma-4","Homo sapiens (Human)",1592,"DepMap","ACH-001410","cell line"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","University of Michigan-Urothelial Carcinoma-4","Homo sapiens (Human)",1592,"Sanger","SIDM01910","cell line"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","University of Michigan-Urothelial Carcinoma-4","Homo sapiens (Human)",1592,"CCLE","UMUC4_URINARY_TRACT","cell line"
"PT-xsmap4","UM-UC-4","Bladder Carcinoma","University of Michigan-Urothelial Carcinoma-4","Homo sapiens (Human)",1592,"Cellosaurus","CVCL_2749","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21NT","Homo sapiens (Human)",1593,"DepMap","ACH-002399","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21NT","Homo sapiens (Human)",1593,"Sanger","SIDM01912","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21NT","Homo sapiens (Human)",1593,"CCLE","21NT_BREAST","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21NT","Homo sapiens (Human)",1593,"Cellosaurus","CVCL_7933","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21 NT","Homo sapiens (Human)",1593,"DepMap","ACH-002399","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21 NT","Homo sapiens (Human)",1593,"Sanger","SIDM01912","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21 NT","Homo sapiens (Human)",1593,"CCLE","21NT_BREAST","cell line"
"PT-iW8GZP","21NT","Breast Carcinoma","21 NT","Homo sapiens (Human)",1593,"Cellosaurus","CVCL_7933","cell line"
NA,NA,"Cervical Carcinoma","SKG-II/TS","Homo sapiens (Human)",1594,"Sanger","SIDM01914","cell line"
NA,NA,"Cervical Carcinoma","SKG-II/TS","Homo sapiens (Human)",1594,"Cellosaurus","CVCL_4J77","cell line"
NA,NA,"Cervical Carcinoma","SKG-II-TS","Homo sapiens (Human)",1594,"Sanger","SIDM01914","cell line"
NA,NA,"Cervical Carcinoma","SKG-II-TS","Homo sapiens (Human)",1594,"Cellosaurus","CVCL_4J77","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ-RC2","Homo sapiens (Human)",1595,"DepMap","ACH-001743","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ-RC2","Homo sapiens (Human)",1595,"Sanger","SIDM01916","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ-RC2","Homo sapiens (Human)",1595,"CCLE","RC2_SOFT_TISSUE","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ-RC2","Homo sapiens (Human)",1595,"Cellosaurus","CVCL_L510","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ clone RC2","Homo sapiens (Human)",1595,"DepMap","ACH-001743","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ clone RC2","Homo sapiens (Human)",1595,"Sanger","SIDM01916","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ clone RC2","Homo sapiens (Human)",1595,"CCLE","RC2_SOFT_TISSUE","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RMZ clone RC2","Homo sapiens (Human)",1595,"Cellosaurus","CVCL_L510","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RC2","Homo sapiens (Human)",1595,"DepMap","ACH-001743","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RC2","Homo sapiens (Human)",1595,"Sanger","SIDM01916","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RC2","Homo sapiens (Human)",1595,"CCLE","RC2_SOFT_TISSUE","cell line"
"PT-PIWzVv","RC2","Rhabdomyosarcoma","RC2","Homo sapiens (Human)",1595,"Cellosaurus","CVCL_L510","cell line"
NA,NA,"Cervical Carcinoma","SKG-I/TS","Homo sapiens (Human)",1596,"Sanger","SIDM01918","cell line"
NA,NA,"Cervical Carcinoma","SKG-I/TS","Homo sapiens (Human)",1596,"Cellosaurus","CVCL_4J75","cell line"
NA,NA,"Cervical Carcinoma","SKG-I-TS","Homo sapiens (Human)",1596,"Sanger","SIDM01918","cell line"
NA,NA,"Cervical Carcinoma","SKG-I-TS","Homo sapiens (Human)",1596,"Cellosaurus","CVCL_4J75","cell line"
NA,NA,"Kidney Carcinoma","RCC4/VHL","Homo sapiens (Human)",1597,"Sanger","SIDM01920","cell line"
NA,NA,"Kidney Carcinoma","RCC4/VHL","Homo sapiens (Human)",1597,"Cellosaurus","CVCL_2706","cell line"
NA,NA,"Kidney Carcinoma","RCC4plusVHL","Homo sapiens (Human)",1597,"Sanger","SIDM01920","cell line"
NA,NA,"Kidney Carcinoma","RCC4plusVHL","Homo sapiens (Human)",1597,"Cellosaurus","CVCL_2706","cell line"
NA,NA,"Kidney Carcinoma","RCC4 VHL(+)","Homo sapiens (Human)",1597,"Sanger","SIDM01920","cell line"
NA,NA,"Kidney Carcinoma","RCC4 VHL(+)","Homo sapiens (Human)",1597,"Cellosaurus","CVCL_2706","cell line"
NA,NA,"Kidney Carcinoma","RCC4-pVHL","Homo sapiens (Human)",1597,"Sanger","SIDM01920","cell line"
NA,NA,"Kidney Carcinoma","RCC4-pVHL","Homo sapiens (Human)",1597,"Cellosaurus","CVCL_2706","cell line"
NA,NA,"Glioblastoma","Onda 9R-B12","Homo sapiens (Human)",1598,"Sanger","SIDM01922","cell line"
NA,NA,"Glioblastoma","Onda 9R-B12","Homo sapiens (Human)",1598,"Cellosaurus","CVCL_4W70","cell line"
NA,NA,"Glioblastoma","Onda-9R-B12","Homo sapiens (Human)",1598,"Sanger","SIDM01922","cell line"
NA,NA,"Glioblastoma","Onda-9R-B12","Homo sapiens (Human)",1598,"Cellosaurus","CVCL_4W70","cell line"
NA,NA,"Acute Myeloid Leukemia","UT-7/GM","Homo sapiens (Human)",1599,"Sanger","SIDM01926","cell line"
NA,NA,"Acute Myeloid Leukemia","UT-7/GM","Homo sapiens (Human)",1599,"Cellosaurus","CVCL_5203","cell line"
NA,NA,"Acute Myeloid Leukemia","UT-7-GM","Homo sapiens (Human)",1599,"Sanger","SIDM01926","cell line"
NA,NA,"Acute Myeloid Leukemia","UT-7-GM","Homo sapiens (Human)",1599,"Cellosaurus","CVCL_5203","cell line"
NA,NA,"Acute Myeloid Leukemia","UT7-GM","Homo sapiens (Human)",1599,"Sanger","SIDM01926","cell line"
NA,NA,"Acute Myeloid Leukemia","UT7-GM","Homo sapiens (Human)",1599,"Cellosaurus","CVCL_5203","cell line"
NA,NA,"Biliary Tract Carcinoma","YSCCC-G10","Homo sapiens (Human)",1600,"Sanger","SIDM01928","cell line"
NA,NA,"Biliary Tract Carcinoma","YSCCC-G10","Homo sapiens (Human)",1600,"Cellosaurus","CVCL_QZ46","cell line"
NA,NA,"Cervical Carcinoma","HKMUS","Homo sapiens (Human)",1601,"Sanger","SIDM01930","cell line"
NA,NA,"Cervical Carcinoma","HKMUS","Homo sapiens (Human)",1601,"Cellosaurus","CVCL_8776","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ-521","Homo sapiens (Human)",1602,"DepMap","ACH-001015","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ-521","Homo sapiens (Human)",1602,"Sanger","SIDM01934","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ-521","Homo sapiens (Human)",1602,"CCLE","AZ521_SMALL_INTESTINE","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ-521","Homo sapiens (Human)",1602,"Cellosaurus","CVCL_2862","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ 521","Homo sapiens (Human)",1602,"DepMap","ACH-001015","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ 521","Homo sapiens (Human)",1602,"Sanger","SIDM01934","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ 521","Homo sapiens (Human)",1602,"CCLE","AZ521_SMALL_INTESTINE","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ 521","Homo sapiens (Human)",1602,"Cellosaurus","CVCL_2862","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ521","Homo sapiens (Human)",1602,"DepMap","ACH-001015","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ521","Homo sapiens (Human)",1602,"Sanger","SIDM01934","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ521","Homo sapiens (Human)",1602,"CCLE","AZ521_SMALL_INTESTINE","cell line"
"PT-AXbbCE","AZ521","Other Solid Cancers","AZ521","Homo sapiens (Human)",1602,"Cellosaurus","CVCL_2862","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA-1","Homo sapiens (Human)",1603,"DepMap","ACH-001634","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA-1","Homo sapiens (Human)",1603,"Sanger","SIDM01855","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA-1","Homo sapiens (Human)",1603,"CCLE","PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA-1","Homo sapiens (Human)",1603,"Cellosaurus","CVCL_Y545","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA1","Homo sapiens (Human)",1603,"DepMap","ACH-001634","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA1","Homo sapiens (Human)",1603,"Sanger","SIDM01855","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA1","Homo sapiens (Human)",1603,"CCLE","PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PGA1","Homo sapiens (Human)",1603,"Cellosaurus","CVCL_Y545","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PG A1","Homo sapiens (Human)",1603,"DepMap","ACH-001634","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PG A1","Homo sapiens (Human)",1603,"Sanger","SIDM01855","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PG A1","Homo sapiens (Human)",1603,"CCLE","PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","PG A1","Homo sapiens (Human)",1603,"Cellosaurus","CVCL_Y545","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","CLL-PGA","Homo sapiens (Human)",1603,"DepMap","ACH-001634","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","CLL-PGA","Homo sapiens (Human)",1603,"Sanger","SIDM01855","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","CLL-PGA","Homo sapiens (Human)",1603,"CCLE","PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-cBta1E","PGA-1","Other Blood Cancers","CLL-PGA","Homo sapiens (Human)",1603,"Cellosaurus","CVCL_Y545","cell line"
"PT-8wgZXD","H376","Oral Cavity Carcinoma","H376","Homo sapiens (Human)",1604,"DepMap","ACH-001510","cell line"
"PT-8wgZXD","H376","Oral Cavity Carcinoma","H376","Homo sapiens (Human)",1604,"Sanger","SIDM01857","cell line"
"PT-8wgZXD","H376","Oral Cavity Carcinoma","H376","Homo sapiens (Human)",1604,"CCLE","H376_UPPER_AERODIGESTIVE_TRACT","cell line"
"PT-8wgZXD","H376","Oral Cavity Carcinoma","H376","Homo sapiens (Human)",1604,"Cellosaurus","CVCL_2463","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUP-T11","Homo sapiens (Human)",1605,"DepMap","ACH-000122","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUP-T11","Homo sapiens (Human)",1605,"Sanger","SIDM01859","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUP-T11","Homo sapiens (Human)",1605,"CCLE","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUP-T11","Homo sapiens (Human)",1605,"Cellosaurus","CVCL_2210","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SupT11","Homo sapiens (Human)",1605,"DepMap","ACH-000122","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SupT11","Homo sapiens (Human)",1605,"Sanger","SIDM01859","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SupT11","Homo sapiens (Human)",1605,"CCLE","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SupT11","Homo sapiens (Human)",1605,"Cellosaurus","CVCL_2210","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT11","Homo sapiens (Human)",1605,"DepMap","ACH-000122","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT11","Homo sapiens (Human)",1605,"Sanger","SIDM01859","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT11","Homo sapiens (Human)",1605,"CCLE","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT11","Homo sapiens (Human)",1605,"Cellosaurus","CVCL_2210","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT-11","Homo sapiens (Human)",1605,"DepMap","ACH-000122","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT-11","Homo sapiens (Human)",1605,"Sanger","SIDM01859","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT-11","Homo sapiens (Human)",1605,"CCLE","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","SUPT-11","Homo sapiens (Human)",1605,"Cellosaurus","CVCL_2210","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","Stanford University Pediatric T-cell line 11","Homo sapiens (Human)",1605,"DepMap","ACH-000122","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","Stanford University Pediatric T-cell line 11","Homo sapiens (Human)",1605,"Sanger","SIDM01859","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","Stanford University Pediatric T-cell line 11","Homo sapiens (Human)",1605,"CCLE","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-v3CPfr","SUP-T11","T-Lymphoblastic Leukemia","Stanford University Pediatric T-cell line 11","Homo sapiens (Human)",1605,"Cellosaurus","CVCL_2210","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR25","Homo sapiens (Human)",1606,"DepMap","ACH-000300","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR25","Homo sapiens (Human)",1606,"Sanger","SIDM01861","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR25","Homo sapiens (Human)",1606,"CCLE","SLR25_KIDNEY","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR25","Homo sapiens (Human)",1606,"Cellosaurus","CVCL_V611","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR 25","Homo sapiens (Human)",1606,"DepMap","ACH-000300","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR 25","Homo sapiens (Human)",1606,"Sanger","SIDM01861","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR 25","Homo sapiens (Human)",1606,"CCLE","SLR25_KIDNEY","cell line"
"PT-QvcrZr","SLR 25","Kidney Carcinoma","SLR 25","Homo sapiens (Human)",1606,"Cellosaurus","CVCL_V611","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK-RC-20","Homo sapiens (Human)",1607,"DepMap","ACH-000385","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK-RC-20","Homo sapiens (Human)",1607,"Sanger","SIDM01863","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK-RC-20","Homo sapiens (Human)",1607,"CCLE","SKRC20_KIDNEY","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK-RC-20","Homo sapiens (Human)",1607,"Cellosaurus","CVCL_V605","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK RC 20","Homo sapiens (Human)",1607,"DepMap","ACH-000385","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK RC 20","Homo sapiens (Human)",1607,"Sanger","SIDM01863","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK RC 20","Homo sapiens (Human)",1607,"CCLE","SKRC20_KIDNEY","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SK RC 20","Homo sapiens (Human)",1607,"Cellosaurus","CVCL_V605","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC-20","Homo sapiens (Human)",1607,"DepMap","ACH-000385","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC-20","Homo sapiens (Human)",1607,"Sanger","SIDM01863","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC-20","Homo sapiens (Human)",1607,"CCLE","SKRC20_KIDNEY","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC-20","Homo sapiens (Human)",1607,"Cellosaurus","CVCL_V605","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC20","Homo sapiens (Human)",1607,"DepMap","ACH-000385","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC20","Homo sapiens (Human)",1607,"Sanger","SIDM01863","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC20","Homo sapiens (Human)",1607,"CCLE","SKRC20_KIDNEY","cell line"
"PT-0eAoS2","SK-RC-20","Kidney Carcinoma","SKRC20","Homo sapiens (Human)",1607,"Cellosaurus","CVCL_V605","cell line"
NA,NA,"Non-Cancerous","SF8657","Homo sapiens (Human)",1608,"DepMap","ACH-001187","cell line"
NA,NA,"Non-Cancerous","SF8657","Homo sapiens (Human)",1608,"Sanger","SIDM01865","cell line"
NA,NA,"Non-Cancerous","SF8657","Homo sapiens (Human)",1608,"CCLE","SF8657_SKIN","cell line"
NA,NA,"Non-Cancerous","SF8657","Homo sapiens (Human)",1608,"Cellosaurus","CVCL_K085","cell line"
NA,NA,"Non-Cancerous","SF A-14","Homo sapiens (Human)",1608,"DepMap","ACH-001187","cell line"
NA,NA,"Non-Cancerous","SF A-14","Homo sapiens (Human)",1608,"Sanger","SIDM01865","cell line"
NA,NA,"Non-Cancerous","SF A-14","Homo sapiens (Human)",1608,"CCLE","SF8657_SKIN","cell line"
NA,NA,"Non-Cancerous","SF A-14","Homo sapiens (Human)",1608,"Cellosaurus","CVCL_K085","cell line"
NA,NA,"Non-Cancerous","SFA14","Homo sapiens (Human)",1608,"DepMap","ACH-001187","cell line"
NA,NA,"Non-Cancerous","SFA14","Homo sapiens (Human)",1608,"Sanger","SIDM01865","cell line"
NA,NA,"Non-Cancerous","SFA14","Homo sapiens (Human)",1608,"CCLE","SF8657_SKIN","cell line"
NA,NA,"Non-Cancerous","SFA14","Homo sapiens (Human)",1608,"Cellosaurus","CVCL_K085","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","Mero-48a","Homo sapiens (Human)",1609,"DepMap","ACH-001558","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","Mero-48a","Homo sapiens (Human)",1609,"Sanger","SIDM01867","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","Mero-48a","Homo sapiens (Human)",1609,"CCLE","MERO48A_PLEURA","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","Mero-48a","Homo sapiens (Human)",1609,"Cellosaurus","CVCL_2593","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","MERO48A","Homo sapiens (Human)",1609,"DepMap","ACH-001558","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","MERO48A","Homo sapiens (Human)",1609,"Sanger","SIDM01867","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","MERO48A","Homo sapiens (Human)",1609,"CCLE","MERO48A_PLEURA","cell line"
"PT-WxXGiC","Mero-48a","Mesothelioma","MERO48A","Homo sapiens (Human)",1609,"Cellosaurus","CVCL_2593","cell line"
NA,NA,"Rhabdomyosarcoma","RMZ","Homo sapiens (Human)",1610,"Sanger","SIDM01869","cell line"
NA,NA,"Rhabdomyosarcoma","RMZ","Homo sapiens (Human)",1610,"Cellosaurus","CVCL_8422","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ-3","Homo sapiens (Human)",1611,"DepMap","ACH-000084","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ-3","Homo sapiens (Human)",1611,"Sanger","SIDM01873","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ-3","Homo sapiens (Human)",1611,"CCLE","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ-3","Homo sapiens (Human)",1611,"Cellosaurus","CVCL_1433","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz-3","Homo sapiens (Human)",1611,"DepMap","ACH-000084","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz-3","Homo sapiens (Human)",1611,"Sanger","SIDM01873","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz-3","Homo sapiens (Human)",1611,"CCLE","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz-3","Homo sapiens (Human)",1611,"Cellosaurus","CVCL_1433","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ3","Homo sapiens (Human)",1611,"DepMap","ACH-000084","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ3","Homo sapiens (Human)",1611,"Sanger","SIDM01873","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ3","Homo sapiens (Human)",1611,"CCLE","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","MUTZ3","Homo sapiens (Human)",1611,"Cellosaurus","CVCL_1433","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz3","Homo sapiens (Human)",1611,"DepMap","ACH-000084","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz3","Homo sapiens (Human)",1611,"Sanger","SIDM01873","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz3","Homo sapiens (Human)",1611,"CCLE","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Mutz3","Homo sapiens (Human)",1611,"Cellosaurus","CVCL_1433","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Menschliche Und Tierische Zellkulture-3","Homo sapiens (Human)",1611,"DepMap","ACH-000084","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Menschliche Und Tierische Zellkulture-3","Homo sapiens (Human)",1611,"Sanger","SIDM01873","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Menschliche Und Tierische Zellkulture-3","Homo sapiens (Human)",1611,"CCLE","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-S6ty7D","MUTZ-3","Acute Myeloid Leukemia","Menschliche Und Tierische Zellkulture-3","Homo sapiens (Human)",1611,"Cellosaurus","CVCL_1433","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda 9","Homo sapiens (Human)",1612,"DepMap","ACH-001624","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda 9","Homo sapiens (Human)",1612,"Sanger","SIDM01875","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda 9","Homo sapiens (Human)",1612,"CCLE","ONDA9_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda 9","Homo sapiens (Human)",1612,"Cellosaurus","CVCL_1R14","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda-9","Homo sapiens (Human)",1612,"DepMap","ACH-001624","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda-9","Homo sapiens (Human)",1612,"Sanger","SIDM01875","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda-9","Homo sapiens (Human)",1612,"CCLE","ONDA9_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Onda-9","Homo sapiens (Human)",1612,"Cellosaurus","CVCL_1R14","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","ONDA9","Homo sapiens (Human)",1612,"DepMap","ACH-001624","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","ONDA9","Homo sapiens (Human)",1612,"Sanger","SIDM01875","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","ONDA9","Homo sapiens (Human)",1612,"CCLE","ONDA9_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","ONDA9","Homo sapiens (Human)",1612,"Cellosaurus","CVCL_1R14","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","no.9","Homo sapiens (Human)",1612,"DepMap","ACH-001624","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","no.9","Homo sapiens (Human)",1612,"Sanger","SIDM01875","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","no.9","Homo sapiens (Human)",1612,"CCLE","ONDA9_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","no.9","Homo sapiens (Human)",1612,"Cellosaurus","CVCL_1R14","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Case 10","Homo sapiens (Human)",1612,"DepMap","ACH-001624","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Case 10","Homo sapiens (Human)",1612,"Sanger","SIDM01875","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Case 10","Homo sapiens (Human)",1612,"CCLE","ONDA9_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-dDtvIC","Onda 9","Glioblastoma","Case 10","Homo sapiens (Human)",1612,"Cellosaurus","CVCL_1R14","cell line"
